tweet,label,clean_text
"Kemarin sempet mikir kalo covid ini beneran konspirasi, karna dalam pengecekan suhu tubuh dicek pake termometer yg ad laser ny dan ditembak ke jidat yg mana bagian depan otak. Takutny si termometer yg mengandung sinar laser ini bisa mempengaruhi otak or merusak.",?,kemarin sempet mikir kalo covid beneran konspirasi karna kece suhu tubuh cek pake termometer ad laser ny tembak jidat mana bagi depan otak takutny si termometer kandung sinar laser pengaruh otak or rusak
Termometer gun merusak otak gan,hoax,termometer gun rusak otak gan
"Jangan percaya HOAX, cek dulu faktanya!

Meningkatnya penggunaan Thermo Gun mengakibatkan munculnya hoax yg menyebutkan jika termometer ini bisa merusak otak melalui pancaran sinar yg ditembakkan di kepala. 

Hal ini tidak benar ya Sobat Sehat!",valid,jangan percaya hoax cek dulu fakta tingkat guna thermo gun akibat muncul hoax sebut termometer rusak otak lalu pancar sinar tembak kepala benar sobat sehat
"Jika Asteroid Tabrak Bumi 24 Juli: Tsunami dan Hamburkan Batu
",hoax,asteroid tabrak bumi juli tsunami hambur batu
LAPAN: Tidak Ada Asteroid Tabrak Bumi 15 Ramadhan,valid,lap asteroid tabrak bumi ramadhan
NASA dan SpaceX Kerjasama Cegah Asteroid Tabrak Bumi,hoax,nasa spacex kerjasama cegah asteroid tabrak bumi
Sebuah Asteroid Akan Tabrak Bumi Tepat Di Malam Pemungutan Suara Pilpres AS,hoax,buah asteroid tabrak bumi tepat malam mungut suara pilpres as
"Anak Indigo Ramalkan Akan Ada Asteroid Tabrak Bumi, Tanda Akhir Zaman Memakan Banyak Sekali Korban",?,anak indigo ramal asteroid tabrak bumi tanda akhir zaman makan banyak sekali korban
Ada Kemungkinan Asteroid Tabrak Bumi September ,?,mungkin asteroid tabrak bumi september
 TODAY'S HEADLINE: Waspada! 1 September Asteroid Florence Akan Tabrak Bumi,hoax,todays headline waspada september asteroid florence tabrak bumi
Hati-hati hoax beredar di WhatsApp yang isinya koneksi internet gratis 20GB. Ini penjelasan Ahli Digital Forensik Ruby Alamsyah bahaya mengklik tautan tersebut.,valid,hatihati hoax edar whatsapp isi koneksi internet gratis gb jelas ahli digital forensik ruby alamsyah bahaya klik taut sebut
"BOLT INJECTOR!
Internet gratis 20GB! download klik https://goo.gl/qQRMgp 
pilih no 2
(khusus kartu 3,axis,telkomel,xl dan indosat)",hoax,bolt injector internet gratis gb download klik pilih no khusus kartu axistelkomelxl indosat
Trik Cara Mendapatkan Paket Data Internet Kuota Gratis 20GB Semua Operator ,hoax,trik cara dapat paket data internet kuota gratis gb semua operator
Internet Gratis Andoid 20GB dengan ZPNVPN:  http://bit.ly/1J9bG9M,?,internet gratis andoid gb zpnvpn
Trik Cara Mendapatkan Paket Data Internet Kuota Gratis 20GB Semua Operator ~ Madiun Random http://fb.me/589eU4Fx0,?,trik cara dapat paket data internet kuota gratis gb semua operator madiun random
"Paket Internet gratis lah 20Gb cukup untuk selama puasa sampai lebaran 
@Telkomsel",?,paket internet gratis lah gb cukup lama puasa lebaran
Awas Hoaks! Manusia Hanya Gunakan 10 Persen Kemampuan Otak hingga Internet Gratis 20GB https://today.line.me/ID/article/2ZGPMO?utm_source=ttshare #LINETODAY,?,awas hoaks manusia guna persen mampu otak hingga internet gratis gb
"Hehe . . . kalau helikopter rakitan Jujun Junaedi bisa terbang, para produsen pesawat terbang (helikopter) seperti ""Lockheed Matin"" bisa langsung bangkrut !",?,hehe kalau helikopter rakit jujun junaedi terbang produsen pesawat terbang helikopter lockheed matin langsung bangkrut
"Jujun Junaedi (45), tukang bubut yang merakit helikopter di Sukabumi mengaku tak mencari sensasi. Ia hanya berharap helikopter yang dirakitnya itu bisa terbang. #HelikopterRakitan #HelikopterRakit",valid,jujun junaedi tukang bubut rakit helikopter sukabumi aku tak cari sensasi harap helikopter rakit terbang
Menristek berjanji menurunkan tim untuk melihat helikopter rakitan pemuda asal Sukabumi. ,?,menristek janji turun tim lihat helikopter rakit pemuda asal sukabumi
Helikopter Rakitan Warga Nagrak Seharga Rp 30 Juta Siap Uji Terbang ,hoax,helikopter rakit warga nagrak harga rp juta siap uji terbang
Seorang warga desa Kab. Sukabumi membuat sebuah helikopter rakitan sendiri karena bosan terjebak macet. Ia mengaku belajar merakit heli dari YouTube. Update berita harian Anda di tvOne connect. #tvOneNews #helikopter,?,orang warga desa kab sukabumi buat buah helikopter rakit sendiri bosan jebak macet aku ajar rakit heli youtube update berita hari tvone connect
Peneliti Lapan menilai helikopter rakitan pemuda Sukabumi masih butuh disempurnakan.,?,teliti lap nilai helikopter rakit pemuda sukabumi butuh sempurna
Isu yang disebar beberapa hari belakangan ini yang menyebutkan Gubernur Papua meninggal dunia tidak benar dan tidak berdasar,valid,isu sebar beberapa hari belakang sebut gubernur papua tinggal dunia benar dasar
Benarkah Gubernur Papua Lukas Enembe meninggal dunia? Simak faktanya berikut!,?,benar gubernur papua lukas enembe tinggal dunia simak fakta ikut
"[Cek Fakta] Gubernur Papua Meninggal Dunia https://rri.co.id/go/YXCNZLS via 
@rri
.co.id",?,cek fakta gubernur papua tinggal dunia via coid
Sempet kepikiran among us bakal diblokir/ dicap haram soalnya mengandung unsur” berbohong & munafik xixixi,?,sempet pikir among us bakal blokir cap haram soal kandung unsur bohong munafik xixixi
Menunggu Among Us diblokir sama MUI karena mengandung fitnah dan kebohongan.,?,tunggu among us blokir sama mui kandung fitnah bohong
GA TERIMA SUMPAH AMONG US DIBLOKIR ,hoax,ga terima sumpah among us blokir
"Betul, masalah among us aja mau diblokir elah. Mentang mentang itu memicu pertikaian bukan berarti yang main itu bakal tawuran semua",?,betul masalah among us aja mau blokir elah mentang mentang picu tikai bukan arti main bakal tawur semua
Game Among Us Diblokir,hoax,game among us blokir
"Prakiraan cuaca:

among us makin ramai dikenal khalayak luas -> mulai muncul di berita, dimulai dari news outlet yg 'kekinian' -> hingga akhirnya mencapai telinga boomers -> dipermasalahin -> nyampe tingkat nasional -> diblokir kominfo -> org kominfo klarifikasi gjls",hoax,prakira cuaca among us makin ramai kenal khalayak luas mulai muncul berita mulai news outlet kini hingga akhir capai telinga boomers dipermasalahin nyampe tingkat nasional blokir kominfo org kominfo klarifikasi gjls
"Bukti bahwa minat literasi orang Indonesia rendah wkwk

Apalagi pas ada yang iseng bikin fake news among us mau diblokir, pada percaya masa Rolling on the floor laughingLoudly crying facePensive face
",valid,bukti minat literasi orang indonesia rendah wkwk pas iseng bikin fake news among us mau blokir percaya masa rolling on the floor laughingloudly crying facepensive face
"... RT 
@BatamPos
: Hi tweeps, PLN Batam diam-diam mau naikkan tarif listrik. Gimana neh, menurut kamu?",?,rt hi tweeps pln batam diamdiam mau naik tarif listrik gimana neh kamu
"PLN Batam sudah naikkan tarif listrik diam-diam, kata BP  tapi masih minta naik ke DPRD Prov Kepri 40 persen... mau bikin batam habis apa?",?,pln batam naik tarif listrik diamdiam kata bp minta naik dprd prov kepri persen mau bikin batam habis apa
DPR Geram PLN Diam-diam Naikkan Tarif Listrik - http://bit.ly/1VJUBLv,?,dpr geram pln diamdiam naik tarif listrik
"Bantah Naikkan Tarif Listrik Diam-diam, Ini Penjelasan PLN soal Tagihan Listrik Pelanggan Membengkak",valid,bantah naik tarif listrik diamdiam jelas pln soal tagih listrik langgan bengkak
Alhamdullilah Jackie Chan masuk Islam Smiling face with smiling eyes kita telah menerima saudara baru Revolving hearts,hoax,alhamdullilah jackie chan masuk islam smiling face with smiling eyes terima saudara baru revolving hearts
Alhamdulillah jackie chan dah masuk islam . Boleh lah dia beraya dengan aku tahun ni.,?,alhamdulillah jackie chan dah masuk islam lah raya aku tahun ni
"#kamucakeptapi tapi suka share ""  jackie chan masuk islam.. like dan share jika kamu muslim, abaikan jika non muslim """,hoax,suka share jackie chan masuk islam like share kamu muslim abai non muslim
"Subhanallah.. 
Jackie Chan masuk Islam.

Share dan Like berita gembira ini. 
RT untuk mendapatkan rejeki berlimpah",hoax,subhanallah jackie chan masuk islam share like berita gembira rt dapat rejeki limpah
[Cek Fakta] Hoaks Aktor Laga Jackie Chan Masuk Islam,valid,cek fakta hoaks aktor laga jackie chan masuk islam
Jackie Chan dh masuk islam ? Alhamdulillah Smiling face with open mouth and smiling eyes,?,jackie chan dh masuk islam alhamdulillah smiling face with open mouth and smiling eyes
Jackie Chan masuk Islam?,?,jackie chan masuk islam
"Orang Vietnam memang suka teh hijau. Dalam berbagai kesempatan mereka selalu minum teh hijau. Namun, menurut saya bukan teh hijau yang menjadi rahasia sukses penanganan COVID-19 di Vietnam.",valid,orang vietnam memang suka teh hijau bagai sempat selalu minum teh hijau bukan teh hijau jadi rahasia sukses tangan covid vietnam
"gallocatechin senyawa yg terkandung dalam teh hijau disinyalir berpotensi untuk membantu penanganan covid, namun masih perlu studi lanjutan baik praklinis maupun klinis.",?,gallocatechin senyawa kandung teh hijau sinyalir potensi bantu tangan covid perlu studi lanjut baik praklinis maupun klinis
teh hijau madu dan daun mint bisa menyembuhkan covid 19 ini ketiga resep dari saya,hoax,teh hijau madu daun mint sembuh covid tiga resep
"4 Fakta Zat Epigallocatechin Gallate, Kandungan pada Teh Hijau yang Mampu Kurangi Bahaya akibat Covid-19 - https://idcorner.co.id/4-fakta-zat-epigallocatechin-gallate-kandungan-pada-teh-hijau-yang-mampu-kurangi-bahaya-akibat-covid-19/
",hoax,fakta zat epigallocatechin gallate kandung teh hijau mampu kurang bahaya akibat covid
Hasil Penelitian: Teh Hijau dan Cokelat Hitam Dapat Membantu Mencegah Infeksi COVID-19,?,hasil teliti teh hijau cokelat hitam bantu cegah infeksi covid
"Lbh sehat Teh Hijau Panas, sdr ku... Baik lagi utk menangkal virus Corona krn kandungan kimiawi dri Teh Hijau banyk yg sama dg obat2 yg diminum pasien Covid, di Wuhan, rmh skt nya sediakan Teh Hijau Panas 3x sehari utk pasien2nya, shg di Wuhan tercatat angka pasien sembuh besar.",hoax,lbh sehat teh hijau panas sdr ku baik utk tangkal virus corona krn kandung kimiawi dri teh hijau banyk sama dg obat minum pasien covid wuhan rmh skt nya sedia teh hijau panas x hari utk pasien shg wuhan catat angka pasien sembuh besar
"Tersebar lewat media sosial, campuran teh hijau dan lemon bisa menjadi obat COVID-19. Ini kata ahli! #TehHijau #Lemon
",?,sebar lewat media sosial campur teh hijau lemon jadi obat covid kata ahli
"(2)Dr. Christine adalah dokter kandungan bersertifikat.
Belajar di sekolah dokter Dartmouth dan staf di pusat medis New England.Mantan professor kandungan di Universitas Vermont Perguruan Tinggi Kedokteran.
*VAKSIN COVID ADALAH VAKSIN RNA SECARA MENDASAR AKAN MERUBAH DNA MANUSIA",hoax,dr christine dokter kandung sertifikat ajar sekolah dokter dartmouth staf pusat medis new englandmantan professor kandung universitas vermont guru tinggi dokter vaksin covid vaksin rna dasar rubah dna manusia
"cocoknya dikasih VAKSIN NUSANTARA ciptaan dr TERAWAN. selaen jd ANTI COVID-19, insyaaallah bisa MERUBAH DNA JAHILIYAH orang2 ARAB, khususnya yg dr YAMAN",hoax,cocok kasih vaksin nusantara cipta dr awan selaen jd anti covid insyaaallah rubah dna jahiliyah orang arab khusus dr yaman
Vaksin merubah DNA? Rolling on the floor laughing,?,vaksin rubah dna rolling on the floor laughing
"Bingung saya, bahwa vaksin bisa merubah dna? Apakah ini cocoklogi? Ambil referensi yg betul baru ambil kesimpulan, kalau masih nggak tahu jangan disebarin goblok!",?,bingung vaksin rubah dna cocoklogi ambil referensi betul baru ambil simpul kalau tahu jangan disebarin goblok
"Kekwatiran sejumlah orang yg bilang itu merubah struktur DNA kita tdk berdasar krn terbukti tdk terjadi pada uji klinis fase 1 & 2. Walau aman jangka pendek, keamanan jangka panjang perlu dibuktikan seiring waktu. Sekali lagi vaksin perdana umat manusia yg berbasis RNA",valid,kekwatiran jumlah orang bilang rubah struktur dna tdk dasar krn bukti tdk jadi uji klinis fase aman jangka pendek aman jangka panjang perlu bukti iring waktu sekali vaksin perdana umat manusia bas rna
"Si Icke juga ada bbrp point yg gw ga stuju si
slh 1 nya Covid itu gaada virusnya

menurut gw virus nya ada, datanya yang mengada2.
dan mungkin ttg Gates, Vaksin, Sekte elit itu mungkin ada
Vaksin yg merubah dna manusia
Sekte elit yg ingin merubah how humanity works",?,si icke bbrp point gw ga stuju si slh nya covid gaada virus gw virus nya data ada mungkin ttg gates vaksin sekte elit mungkin vaksin rubah dna manusia sekte elit rubah how humanity works
Coba di tanya sama sang ustad DNA itu apa brp banyak DNA yang dirusak? Brp banyak diubah? Dan bgmn cara vaksin tsb merubah nya? Kl dia emang punya otak atau logika normal seharusnya dia dapat menjelaskan secara gamblang dia menceritakan seperti anak SD denger dari temanFace with tears of joyFace with tears of joyFace with tears of joy,?,coba tanya sama sang ustad dna apa brp banyak dna rusak brp banyak ubah bgmn cara vaksin tsb rubah nya kl emang punya otak logika normal jelas gamblang cerita anak sd denger temanface with tears of joyface with tears of joyface with tears of joy
"Kalo renang bisa menyebabkan hamil, terus gimana yang kebanjiran?",?,kalo renang sebab hamil terus gimana banjir
"Bahaya, renang menyebabkan hamil ahahahaha",hoax,bahaya renang sebab hamil ahahahaha
Hanya di kolam renang yg menyebabkan hamil..sebab saat banjir gak sempet untuk ejakulasi...wkwk,hoax,kolam renang sebab hamilsebab banjir gak sempet ejakulasiwkwk
"Karna selain bisa menjadi media penularan virus juga dapat menyebabkan hamil, jadi mending kamu renang dibak mandi dulu aja",hoax,karna jadi media tular virus sebab hamil jadi mending kamu renang bak mandi dulu aja
Ternyata berenang kolam renang bareng laki-laki menyebabkan hamil itu berita houks dr Uganda.,valid,nyata renang kolam renang bareng lakilaki sebab hamil berita houks dr uganda
air mani masuk pori pori di kolam renang bisa menyebabkan hamil,hoax,air mani masuk pori pori kolam renang sebab hamil
"Tolong kalau renang pake kondom .
Jangan buang sampah sembarangan menyebabkan banjir. Jaman skrg banjir bukan menyebabkan diare tapi buntingFace with look of triumph",?,kalau renang pake kondom jangan buang sampah sembarang sebab banjir jaman skrg banjir bukan sebab diare buntingface with look of triumph
minumlah teh panas setelah di campur perasan lemon..dapat segera membunuh virus covid 19..dan dapat sepenuhnya menghilangkan virus covid 19 dari tubuh...2 bahan ini membuat sistem kekebalan tubuh menjadi bersifat basa..,hoax,minum teh panas campur peras lemondapat segera bunuh virus covid sepenuh hilang virus covid tubuh bahan buat sistem kebal tubuh jadi sifat basa
*Kabar gembira dan istimewa.. Vietnam korban covid 19 tidak ada yng mati...Berita super.. obat virus covid 19  sudah tercapai informasi dari negara Vietnam.. virus covid 19 tidak menyebabkan kematian.. ternyata resepnya sangat sederhana tapi sangat ampuh.. hanya 1 teh..2 lemon.,hoax,kabar gembira istimewa vietnam korban covid yng matiberita super obat virus covid capai informasi negara vietnam virus covid sebab mati nyata resep sangat sederhana sangat ampuh teh lemon
"Belum ada satu pun obat khusus yang dapat menyembuhkan COVID-19, termasuk teh hangat dan lemon.",valid,satu obat khusus sembuh covid masuk teh hangat lemon
"Ingat Covid-19 ingat minuman Wedang Jahe hangat atau Teh + Lemon hangat tanpa Gula, dijamin Corona bablas tanpa bekas. Sblm vaksin dipasarkan, New Normal & konsumsi Obat Herbal hrs menjadi bagian dr gaya hidup se-hari2. Belajar dr Vietnam-Taiwan-Israel-Palestina yg tdk dakui WHO.",?,ingat covid ingat minum wedang jahe hangat teh lemon hangat gula jamin corona bablas bekas sblm vaksin pasar new normal konsumsi obat herbal hrs jadi bagi dr gaya hidup hari ajar dr vietnamtaiwanisraelpalestina tdk daku who
"Insya Allah sudah ada penawarnya tapi bukan obat, 5 orang dibogor positif covid hanya dengan herbal dapat segera sembuh. OdP recover setelah 1mobil dgn positif covid(yg akhirnya meninggal), Kalau mau mudah terapi mandiri menjaga minum 3sdm air lemon tanpa dicampur air.",?,insya allah tawar bukan obat orang bogor positif covid herbal segera sembuh odp recover mobil dgn positif covidyang akhir tinggal kalau mau mudah terapi mandiri jaga minum sdm air lemon campur air
"""Maaf bu, tapi bukannya berita yg sperti ini hoax bu? Minum air hangat+lemon memang menyehatkan bu, tapi itu bukan obat Covid-19, sekarang satu""nya cara dg social distancing bu, org Vietnam berhasil karena mereka patuh utk melakukan social distancing"" ayo nder suarakan saja..",?,maaf bu bukan berita sperti hoax bu minum air hangatlemon memang sehat bu bukan obat covid sekarang satu cara dg social distancing bu org vietnam hasil patuh utk laku social distancing ayo nder suara
"Tolong bantu dikasih tahu ke saudara² kita yg kena covid 19..
Ini obat pemberian dari TUHAN yg mudah didapat yg sangat manjur.. 

Coconut 1 buah air kelapa     muda 
Melon 1 buah jeruk nipis diperas
Spoon1/2 sendok teh garam
Tumbler glass 2 sendok madu
Semuanya diaduk dan diminum airnya",?,bantu kasih tahu saudara kena covid obat beri tuhan mudah dapat sangat manjur coconut buah air kelapa muda melon buah jeruk nipis peras spoon sendok teh garam tumbler glass sendok madu semua aduk minum air
"Obat COVID-19 murah meriah mudah di dapat di sekitar kita loh, air kelapa muda di campur jeruk nipis dan garam di minum, murah manjur lenyap tuh covid-19",hoax,obat covid murah riah mudah loh air kelapa muda campur jeruk nipis garam minum murah manjur lenyap tuh covid
"Tambah garam dikit, jd obat covid.
Rasanya kayak poca..i",?,tambah garam dikit jd obat covid rasa kayak pocai
"[SALAH] Air Kelapa Muda, Jeruk Nipis, dan Garam Obat Covid-19

Farmakolog Universitas Gadjah Mada (UGM) Prof. Dr. Zullies Ikawati, Apt.: belum terbukti secara klinis. “Jika ada kabar-kabar begitu saja yang belum ada ...”",valid,salah air kelapa muda jeruk nipis garam obat covid farmakolog universitas gadjah mada ugm prof dr zullies ikawati apt bukti klinis jika kabarkabar 
"Jangan minum obat covid,, minum paracetamol, sama vitamin c 1000 aja kak,, habat + madu,, makan kuah yg panas sop ayam pake jahe + merica,, minum teh jahe panas less sugar + garam himalaya dikit,, pegalaman saat sy positive batuk flu ga bisa membaui atau merasakan Makanan..",?,jangan minum obat covid minum paracetamol sama vitamin c aja kak habat madu makan kuah panas sop ayam pake jahe merica minum teh jahe panas less sugar garam himalaya dikit pegalaman sy positive batuk flu ga bau rasa makan
"Obat untuk virus Covid 19
1. Kulit manggis
2. Kunir
3. Jahe
4. Kamijara
5. Jeruk nipis
6. Gula batu
7. Garam
8. Air",?,obat virus covid kulit manggis kunir jahe kamijara jeruk nipis gula batu garam air
"Sahabat Twitter se dunia ada obat sederhana yang cukup mudah di dapat, sangat efektif manjur untuk obat covid 19, jeruk nipis dan garam, blimbing wuluh dan garam, konsumsilah terus menerus sampai covid 19 di nyatakan hilang dan sembuh",hoax,sahabat twitter se dunia obat sederhana cukup mudah sangat efektif manjur obat covid jeruk nipis garam blimbing wuluh garam konsumsi terus terus covid nyata hilang sembuh
"Subsidi Minyak Tanah Dicabut Ganti dgn GAS 3Kg
Subsidi Gas 3 kg dicabut ganti dgn kayu bakar..Smiling face with open mouth and cold sweat
Subsidi BBM dicabut ganti dengan mobil listrik.
Subsidi Listrik dicabut ganti mesin Uap.
Lama lama kmbali ke zaman batu krn pemerintah tak becus urus negara.Smiling face with open mouth and cold sweat
#JKWtidakSampai2024
",hoax,subsidi minyak tanah cabut ganti dgn gas kg subsidi gas kg cabut ganti dgn kayu bakarsmiling face with open mouth and cold sweat subsidi bbm cabut ganti mobil listrik subsidi listrik cabut ganti mesin uap lama lama kmbali zaman batu krn perintah tak becus urus negarasmiling face with open mouth and cold sweat
Biar subsidi gas 3kg dicabut sampai keakar2nya.... Cebong yg level kere terpaksa happy2 saja tuh. ,hoax,biar subsidi gas kg cabut akar cebong level kere paksa happy tuh
Yuk GAS.. bentar lagi subsidi GAS 3kg dicabut loh.. utk kesejahteraan rakyat dan berkeadilan.,hoax,yuk gas bentar subsidi gas kg cabut loh utk sejahtera rakyat adil
"Berita dicabut nya subsidi Gas 3Kg masih sekedar berita Hoax, belum ada perintah/keputusan jelas dari pemerintah soal hal itu.

Dan tarif dasar listrik 900 VA jg batal naik, jangan selalu sebar berita lama yang kunjung jadi berita Hoax, 

UPDATE INFORMASI ITU PENTING!
",valid,berita cabut nya subsidi gas kg dar berita hoax perintahkeputusan jelas perintah soal tarif dasar listrik va jg batal naik jangan selalu sebar berita lama kunjung jadi berita hoax update informasi penting
Katanya subsidi gas 3kg bakal dicabut. Pakai spiritus aja gitu ya?,?,kata subsidi gas kg bakal cabut pakai spiritus aja gitu
"Subsidi gas lpg 3kg dicabut, terus muncul berita pemberhentian penjualan premium dan pertalite.
Sekalian aja dah ngomong kalo bakal ada penghapusan subsidi bbm",hoax,subsidi gas lpg kg cabut terus muncul berita henti jual premium pertalite sekali aja dah ngomong kalo bakal hapus subsidi bbm
"Belum puas menyengsarakan rakyat sampai bisnis online juga dibebani pajak sekarang subsidi gas 3kg akan dicabut. Semoga Tuhan membalasmu #JokowiRajaTega

",hoax,puas sengsara rakyat bisnis online beban pajak sekarang subsidi gas kg cabut moga tuhan balas
kalo gue pikir2 katanya sih msg sa*sa itu mengandung unsur babi dikit gila kekgitu aja bikin enak gimana babi nya ya? nauzubilah minzalik,?,kalo gue pikir kata sih msg sasa kandung unsur babi dikit gila kekgitu aja bikin enak gimana babi nya nauzubilah minzalik
"Hoax banget. Mending baca ingredientsnya. Masako aja basically kaldu ayam masa mengandung babi? Terus Sasa sama ajinomoto itu pure MSG, bahan utamanya adalah air tebu, ya mikir aja bagaimana bisa bahan hewani masuk dalam proses tersebut?",valid,hoax banget mending baca ingredientsnya masako aja basically kaldu ayam masa kandung babi terus sasa sama ajinomoto pure msg bahan utama air tebu mikir aja bagaimana bahan hewani masuk proses sebut
MSG disinyalir mengandung babi karena menyebabkan rasa gurih…,?,msg sinyalir kandung babi sebab rasa gurih
hati-hati makanan ber- #MSG mengandung lemak babi,hoax,hatihati makan ber kandung lemak babi
" tanpa kita sadari, sebenernya udah banyak tau zat babi yang masuk ke kita. kitanya aja yg ga sadar. MSG tuh kan mengandung babi",hoax,sadar sebenernya udah banyak tau zat babi masuk kita aja ga sadar msg tuh kan kandung babi
"Pada mau beralih ke 5g ya sinyal berbahaya itu..
3g jadi gak laku beli dan borong hpnya…",hoax,mau alih g sinyal bahaya g jadi gak laku beli borong hpnya
kalo berbahaya FCC sama ETSI ga bakal ngasih vendor ijin. toh juga sinyal 5g lemah banget ketutupan pohon aja ilang sinyalnya. silahkan crosschek ke channel youtube linus tech tips.,valid,kalo bahaya fcc sama etsi ga bakal ngasih vendor ijin sinyal g lemah banget tutup pohon aja ilang sinyal silah crosschek channel youtube lus tech tips
Cocoquelogique NL: pancaran sinyal 5G berbahaya untuk kesehatan karena itu beberapa menara pemancar dibakar yang percaya teori ini sejak awal April.,?,cocoquelogique nl pancar sinyal g bahaya sehat beberapa menara pancar bakar percaya teori sejak awal april
"Begitu mereka Menyalakan Tombol 5G di Wuhan, seluruh penduduk langsung terpapar Frekuensi Elektromagnetik dan Radiasi Gelombang Mikro yang sangat Berbahaya.",?,nyala tombol g wuhan seluruh duduk langsung papar frekuensi elektromagnetik radiasi gelombang mikro sangat bahaya
"G pakai masker lebih aman, bebas mnghrup udara segar, virus it jgn dianggap besar, kl rajin wudhu Insya'Allah aman dr virus",hoax,g pakai masker lebih aman bebas mnghrup udara segar virus it jgn anggap besar kl rajin wudhu insyaallah aman dr virus
apsie ga jelas. kl wudhu terhindar dr virus harusnye sekarang yg kena corona dikit bgt dong bos,?,apsie ga jelas kl wudhu hindar dr virus harusnye sekarang kena corona dikit bgt dong bos
"Mau cantik wudhu,mau terhindar dari virys wudhu,tanpa disertai ukhtuar lain ya 0 lah",?,mau cantik wudhumau hindar virys wudhutanpa serta ukhtuar lah
"Pernyataan tersebut tidak benar. Melansir dari laman berita Liputan6, dr Dirga Sakti Rambe, SpPD dari Omni Hospitals Pulomas mengatakan bahwa belum ada penelitian yang membuktikan bahwa virus Corona dapat mati dengan air biasa.",valid,nyata sebut benar lansir laman berita liput dr dirga sakti rambe sppd omni hospitals pulomas kata teliti bukti virus corona mati air biasa
Masih mau mandi malam? ini dia 7 bahaya mandi malam hari no 2 nya berbahaya banget >,?,mau mandi malam bahaya mandi malam hari no nya bahaya banget
Mandi Malam Ternyata Berbahaya Bagi Kesehatan ,?,mandi malam nyata bahaya sehat
"Walau mandi malam sedikit berbahaya, tetap saja banyak yang melakukannya",hoax,mandi malam sedikit bahaya tetap banyak laku
"Nggak. Bahkan mandi pun juga gak masalah.

Waktu aku pelatihan, banyak kok dokter yg mandi pas malam. Dan mereka juga nggak pakai air hangat juga.

Pernah kutanyakan pada salah satu dokter. Katanya, sebenarnya mandi malam tdk berbahaya. Namun jika ada kondisi lain bisa berbahaya.",?,bahkan mandi gak masalah waktu aku latih banyak kok dokter mandi pas malam pakai air hangat pernah tanya salah satu dokter kata benar mandi malam tdk bahaya kondisi bahaya
"Tapi mandi malam berbahaya ga dok ""
@blogdokter
: Sekali lagi, mandi malam bukan penyebab radang sendi rematik dan paru paru basah. Catat ya.""",valid,mandi malam bahaya ga dok sekali mandi malam bukan sebab radang sendi rematik paru paru basah catat
"Lucu nya kita , perlu kerja harus ada skck mau urus skck harus ada kartu vaksin .. Serba serbi kebodohan . #SKCK polemik",hoax,lucu nya perlu kerja skck mau urus skck kartu vaksin serba serbi bodoh polemik
"Keliru, Urus SIM dan SKCK Harus Tunjukkan Sertifikat Vaksin Covid-19 Per 1 Juli ",valid,keliru urus sim skck tunjuk sertifikat vaksin covid per juli
Dari pusat bilang kalau info yang beredar jika mau urus SKCK dll harus ada sertifikat vaksin itu hoax. Tapi di tingkat bawah aturan ini masih berlaku. Warga dibuat bingung dengan aturan yang tak sejalan.,?,pusat bilang kalau info edar mau urus skck sertifikat vaksin hoax tingkat bawah atur laku warga buat bingung atur tak jalan
"Ohiya btw gua vaksin karena kebutuhan urus berkas perpanjang SKCK di polres, dan ternyata sekarang syaratnya harus ada surat sudah vaksin! sepertinya kedepannya bikin/urus apa2 pasti harus ada surat sudah vaksin deh! Yuk vaksin! Tapi Konsul duluu yaa kalo kalian komorbid :)",?,ohiya btw gua vaksin butuh urus berkas panjang skck polres nyata sekarang syarat surat vaksin seperti depan bikinurus apa surat vaksin deh yuk vaksin konsul duluu yaa kalo kalian komorbid
"Pertama urus sim skck dll, kedua naik kereta n pesawat, trs skrg masuk mall harus pake sertifikat vaksin. Trs nanti apalagi ya, mungkin masuk alfa n warteg hrs pake jg nnti wkwkw Smiling face with open mouth and smiling eyes",hoax,pertama urus sim skck dua naik kereta n pesawat trs skrg masuk mall pake sertifikat vaksin trs mungkin masuk alfa n warteg hrs pake jg nnti wkwkw smiling face with open mouth and smiling eyes
"Gw gak abis pikir.., mau urus ini, itu harus pakai sertifikat vaksin. Emang sertifikat itu bisa jadi orang gak kena covid...? Emang dgn serifikat itu org gak bisa sakit...? Masa urus skck harus pakai juga, memang sertifikat covid itu sesakti apa sih. Sementara TKA bebas 2 aja.",hoax,gw gak abis pikir mau urus pakai sertifikat vaksin emang sertifikat jadi orang gak kena covid emang dgn serifikat org gak sakit masa urus skck pakai memang sertifikat covid sakti apa sih tka bebas aja
"Negara kaya perampok main ancam. Tidak di vaksin BLT dihapus, urus SIM/STNK/SKCK harus ada sertifikat Vaksin, tapi giliran ada yg tewas setelah di vaksin kalian tidak tanggung jawab.",hoax,negara kaya rampok main ancam vaksin blt hapus urus simstnkskck sertifikat vaksin gilir tewas vaksin kalian tanggung jawab
